token_index,token,clean_token,raw_gradient_score,normalized_gradient_score,pos,sentiment_category,meaningful_token,prediction,negative_probability,positive_probability
27, movies,movies,0.032138749957084656,0.09490076867062773,NOUN,other,True,positive,0.013465987518429756,0.9865339994430542
28, I,I,0.038265470415353775,0.13374202449875033,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
29, was,was,0.02091429941356182,0.02374169456881239,AUX,other,True,positive,0.013465987518429756,0.9865339994430542
30, plan,plan,0.1277889907360077,0.7012897001423375,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
31,ning,ning,0.07549799978733063,0.3697831836009564,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
32, on,on,0.11518994718790054,0.6214161891873528,ADP,other,True,positive,0.013465987518429756,0.9865339994430542
33, rent,rent,0.0854964628815651,0.4331699278757096,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
34,ing,ing,0.028518162667751312,0.07194751690879124,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
35,",",",",0.058260656893253326,0.2605044838942823,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
36, so,so,0.026538081467151642,0.05939449755744389,CCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
37, then,then,0.028673188760876656,0.07293032788966256,ADV,other,True,positive,0.013465987518429756,0.9865339994430542
38, I,I,0.03310752287507057,0.101042448710242,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
39, came,came,0.019207604229450226,0.012921846541107345,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
40, across,across,0.08681189268827438,0.44150929083413776,ADP,other,True,positive,0.013465987518429756,0.9865339994430542
41, this,this,0.038413502275943756,0.13468049450191952,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
42,.,.,0.023829251527786255,0.04222146715946595,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
43, I,I,0.04782949760556221,0.1943745977281407,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
44, came,came,0.0814988911151886,0.4078267269370176,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
45, home,home,0.06554632633924484,0.30669306924894035,ADV,other,True,positive,0.013465987518429756,0.9865339994430542
46, and,and,0.018258467316627502,0.006904651877507996,CCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
47, as,as,0.018015924841165543,0.0053670177708483304,SCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
48, I,I,0.037006210535764694,0.12575875914979912,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
49, watched,watched,0.024583032354712486,0.04700017285305769,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
50, I,I,0.032569896429777145,0.0976340858766771,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
51, became,became,0.022046824917197227,0.030921508486910367,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
52, eng,eng,0.05053761601448059,0.2115431172729942,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
53,ross,ross,0.14824332296848297,0.8309629823569198,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
54,ed,ed,0.0320577435195446,0.09438721630837307,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
55, and,and,0.02445158176124096,0.04616682225961009,CCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
56, found,found,0.09618307650089264,0.5009193047816484,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
57, myself,myself,0.04887207970023155,0.20098420202405995,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
58, laughing,laughing,0.04570801928639412,0.18092517030773206,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
59, out,out,0.02596132457256317,0.05573806141906763,ADP,other,True,positive,0.013465987518429756,0.9865339994430542
60, loud,loud,0.04141489416360855,0.15370826489609463,ADV,negative_sentiment,True,positive,0.013465987518429756,0.9865339994430542
61,.,.,0.029670817777514458,0.07925494545965274,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
62, The,The,0.07835709303617477,0.3879088306043105,DET,other,True,positive,0.013465987518429756,0.9865339994430542
63, Co,Co,0.03297905996441841,0.10022803897651057,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
64,en,en,0.0723959431052208,0.3501172337663193,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
65,'s,'s,0.02707342430949211,0.0627883831503529,PART,other,True,positive,0.013465987518429756,0.9865339994430542
66, have,have,0.04990790784358978,0.20755098864084523,AUX,other,True,positive,0.013465987518429756,0.9865339994430542
67, made,made,0.028308669105172157,0.07061940130209672,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
68, a,a,0.040953874588012695,0.15078556270991555,DET,other,True,positive,0.013465987518429756,0.9865339994430542
69, magnific,magnific,0.03532605245709419,0.11510714705000952,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
70,iant,iant,0.13684231042861938,0.7586845672118651,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
71, film,film,0.05865113437175751,0.2629799739612775,NOUN,other,True,positive,0.013465987518429756,0.9865339994430542
72, again,again,0.05639346316456795,0.2486671314656024,ADV,other,True,positive,0.013465987518429756,0.9865339994430542
73,.,.,0.024509698152542114,0.046535259768341004,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
74, But,But,0.017403384670615196,0.0014837282309711727,CCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
75, I,I,0.02444775216281414,0.04614254395064721,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
76, think,think,0.02660532295703888,0.059820784986218165,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
77, the,the,0.023765405640006065,0.04181670665541898,DET,other,True,positive,0.013465987518429756,0.9865339994430542
78, first,first,0.029903285205364227,0.08072870730309246,ADJ,other,True,positive,0.013465987518429756,0.9865339994430542
79, time,time,0.02657291106879711,0.059615304998736136,NOUN,other,True,positive,0.013465987518429756,0.9865339994430542
80, you,you,0.060928404331207275,0.2774170656626468,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
81, watch,watch,0.03283865377306938,0.09933791303797858,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
82, this,this,0.04945855215191841,0.20470223138206187,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
83, movie,movie,0.027370592579245567,0.06467232560669853,NOUN,other,True,positive,0.013465987518429756,0.9865339994430542
84,",",",",0.02469034679234028,0.04768050869575578,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
85, you,you,0.024322928860783577,0.04535120805724334,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
86, get,get,0.027711238712072372,0.06683190244427543,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
87, to,to,0.02175861783325672,0.029094376801197232,PART,other,True,positive,0.013465987518429756,0.9865339994430542
88, know,know,0.02658834308385849,0.05971313855406563,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
89, the,the,0.03971811383962631,0.14295127359923074,DET,other,True,positive,0.013465987518429756,0.9865339994430542
90, characters,characters,0.04501240327954292,0.1765152091442881,NOUN,other,True,positive,0.013465987518429756,0.9865339994430542
91,.,.,0.01932399906218052,0.013659748899464018,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
92, The,The,0.03084266185760498,0.08668402534268137,DET,other,True,positive,0.013465987518429756,0.9865339994430542
93, second,second,0.04296066239476204,0.1635078925641373,ADJ,other,True,positive,0.013465987518429756,0.9865339994430542
94, time,time,0.02244790643453598,0.033464224435678695,NOUN,other,True,positive,0.013465987518429756,0.9865339994430542
95,",",",",0.07986585050821304,0.3974738230587868,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
96, now,now,0.06803130358457565,0.32244695219012903,ADV,other,True,positive,0.013465987518429756,0.9865339994430542
97, that,that,0.0430670864880085,0.16418258393617186,SCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
98, you,you,0.018743952736258507,0.00998245892177432,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
99, know,know,0.02488652430474758,0.04892420522133375,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
100, them,them,0.06839630007743835,0.32476090175779915,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
101,",",",",0.04166211932897568,0.15527558561206006,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
102, you,you,0.02926996536552906,0.07671368195835641,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
103, laugh,laugh,0.03558102622628212,0.11672359119267027,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
104, s,s,0.1378186047077179,0.7648739300392187,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
105,oo,oo,0.17080892622470856,0.9740209813240526,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
106,o,o,0.032982081174850464,0.10024719238951534,PROPN,other,True,positive,0.013465987518429756,0.9865339994430542
107, hard,hard,0.0768030434846878,0.3780567022739872,ADV,negative_sentiment,True,positive,0.013465987518429756,0.9865339994430542
108, it,it,0.017169345170259476,0.0,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
109, could,could,0.046601321548223495,0.18658839289474033,AUX,other,True,positive,0.013465987518429756,0.9865339994430542
110, hurt,hurt,0.11760669946670532,0.636737549803302,VERB,negative_sentiment,True,positive,0.013465987518429756,0.9865339994430542
111, you,you,0.017718443647027016,0.0034810914838092374,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
112,.,.,0.019771642982959747,0.016497654132013494,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
113, I,I,0.0298604816198349,0.08045734760466496,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
114, strong,strong,0.10310792922973633,0.5448204388786132,UNKNOWN,positive_sentiment,True,positive,0.013465987518429756,0.9865339994430542
115,ly,ly,0.03916781395673752,0.1394625656225805,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
116, would,would,0.03966871649026871,0.14263811175404806,AUX,other,True,positive,0.013465987518429756,0.9865339994430542
117, re,re,0.023361636325716972,0.03925695101801571,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
118,cc,cc,0.03247359022498131,0.09702353836373125,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
119,ome,ome,0.03292118012905121,0.09986110114931578,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
120,nd,nd,0.05785869061946869,0.2579561589003985,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
121, AN,AN,0.026397759094834328,0.05850490300213335,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
122,Y,Y,0.03860427066683769,0.13588989909693902,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
123,ON,ON,0.024521876126527786,0.046612463846161675,ADP,other,True,positive,0.013465987518429756,0.9865339994430542
124,E,E,0.04334422945976257,0.16593957303665177,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
125, seeing,seeing,0.024796295911073685,0.048352188896202034,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
126, this,this,0.030571170151233673,0.08496286327984415,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
127, because,because,0.15363307297229767,0.8651321043486443,SCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
128, if,if,0.02141859196126461,0.026938732199459157,SCONJ,other,True,positive,0.013465987518429756,0.9865339994430542
129, you,you,0.02713843435049057,0.0632005239769202,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
130, are,are,0.026110390201210976,0.056683085148634856,AUX,other,True,positive,0.013465987518429756,0.9865339994430542
131, not,not,0.051044583320617676,0.2147571119326637,PART,other,True,positive,0.013465987518429756,0.9865339994430542
132,",",",",0.07238051295280457,0.35001941201950587,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
133, you,you,0.023074142634868622,0.037434341993943035,PRON,other,True,positive,0.013465987518429756,0.9865339994430542
134, are,are,0.06179998070001602,0.2829425537186517,AUX,other,True,positive,0.013465987518429756,0.9865339994430542
135, truly,truly,0.02469576708972454,0.04771487147741044,ADV,other,True,positive,0.013465987518429756,0.9865339994430542
136, missing,missing,0.04601585119962692,0.1828767165183639,VERB,other,True,positive,0.013465987518429756,0.9865339994430542
137, a,a,0.03237146884202957,0.09637612466373184,DET,other,True,positive,0.013465987518429756,0.9865339994430542
138, film,film,0.05379273369908333,0.2321794201040883,NOUN,other,True,positive,0.013465987518429756,0.9865339994430542
139, gem,gem,0.021929513663053513,0.03017779633866569,NOUN,positive_sentiment,True,positive,0.013465987518429756,0.9865339994430542
140, for,for,0.0273498073220253,0.06454055437629154,ADP,other,True,positive,0.013465987518429756,0.9865339994430542
141, the,the,0.019445475190877914,0.01442986488955743,DET,other,True,positive,0.013465987518429756,0.9865339994430542
142, ag,ag,0.017693940550088882,0.003325750455401325,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
143,es,es,0.029146350920200348,0.07593000979185767,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
144,.,.,0.025082601234316826,0.05016726408704596,PUNCT,other,False,positive,0.013465987518429756,0.9865339994430542
145, 10,10,0.047629427164793015,0.19310622140405476,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
146,/,/,0.04287843033671379,0.16298657019833324,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
147,10,10,0.022956427186727524,0.0366880673977193,UNKNOWN,other,True,positive,0.013465987518429756,0.9865339994430542
