token_index,token,clean_token,raw_gradient_score,normalized_gradient_score,pos,sentiment_category,meaningful_token,prediction,negative_probability,positive_probability
72, ind,ind,0.03051851876080036,0.03625159536568636,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
73,icated,icated,0.036221764981746674,0.053136556133871075,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
74, that,that,0.028821423649787903,0.031227196407759415,SCONJ,other,True,negative,0.992073118686676,0.007926910184323788
75, S,S,0.0255776084959507,0.021623597073291922,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
76,hat,hat,0.029783688485622406,0.03407606587125829,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
77,ner,ner,0.10073087364435196,0.2441214315471447,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
78, and,and,0.03267397731542587,0.042633019509471806,CCONJ,other,True,negative,0.992073118686676,0.007926910184323788
79, Ham,Ham,0.05427393317222595,0.10658158373191488,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
80,lin,lin,0.05766716226935387,0.1166275361531942,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
81, made,made,0.05076894164085388,0.09620474881942581,VERB,other,True,negative,0.992073118686676,0.007926910184323788
82, this,this,0.03860371559858322,0.060188529897396426,DET,other,True,negative,0.992073118686676,0.007926910184323788
83, movie,movie,0.05828062444925308,0.11844374475423976,NOUN,other,True,negative,0.992073118686676,0.007926910184323788
84, because,because,0.07521557807922363,0.16858116063554718,SCONJ,other,True,negative,0.992073118686676,0.007926910184323788
85, they,they,0.029543031007051468,0.03336357829368947,PRON,other,True,negative,0.992073118686676,0.007926910184323788
86, loved,loved,0.18285764753818512,0.487264950429775,VERB,positive_sentiment,True,negative,0.992073118686676,0.007926910184323788
87, the,the,0.023159220814704895,0.014463748184053339,DET,other,True,negative,0.992073118686676,0.007926910184323788
88, script,script,0.12300223112106323,0.31005773916566637,NOUN,other,True,negative,0.992073118686676,0.007926910184323788
89, (,(,0.07414571195840836,0.16541372812827965,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
90,what,what,0.03373027220368385,0.04576027319218423,PRON,other,True,negative,0.992073118686676,0.007926910184323788
91, were,were,0.03987404331564903,0.06394944654634217,AUX,other,True,negative,0.992073118686676,0.007926910184323788
92, they,they,0.0929589495062828,0.22111196832554258,PRON,other,True,negative,0.992073118686676,0.007926910184323788
93, thinking,thinking,0.02347167395055294,0.015388793103438768,VERB,other,True,negative,0.992073118686676,0.007926910184323788
94,?,?,0.0929063931107521,0.220956370505937,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
95,),),0.04311937838792801,0.07355754573269506,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
96,.,.,0.024168580770492554,0.01745204688170687,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
97, If,If,0.06999676674604416,0.15313041185081874,SCONJ,other,True,negative,0.992073118686676,0.007926910184323788
98, you,you,0.03886808454990387,0.06097121737018708,PRON,other,True,negative,0.992073118686676,0.007926910184323788
99, like,like,0.018273789435625076,0.0,ADP,positive_sentiment,True,negative,0.992073118686676,0.007926910184323788
100, William,William,0.07702519744634628,0.17393869752515095,PROPN,other,True,negative,0.992073118686676,0.007926910184323788
101, S,S,0.021743914112448692,0.010273608530819205,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
102,hat,hat,0.07383623719215393,0.16449750093336082,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
103,ner,ner,0.0537116713821888,0.10491695837673402,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
104, (,(,0.05894893407821655,0.12042233403986523,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
105,I,I,0.10622938722372055,0.26040026336927224,PRON,other,True,negative,0.992073118686676,0.007926910184323788
106, do,do,0.05965680256485939,0.12251804079404695,AUX,other,True,negative,0.992073118686676,0.007926910184323788
107,),),0.03352838382124901,0.045162564924839076,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
108, see,see,0.04491918161511421,0.07888602107887235,VERB,other,True,negative,0.992073118686676,0.007926910184323788
109," ""","""",0.03608178347349167,0.05272212859846565,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
110,F,F,0.060300879180431366,0.12442488611762717,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
111,ree,ree,0.04213046282529831,0.07062977445451951,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
112, En,En,0.08450932055711746,0.19609610055739599,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
113,ter,ter,0.019722746685147285,0.00428976505049082,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
114,pr,pr,0.07128288596868515,0.15693808063736783,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
115,ise,ise,0.021897155791521072,0.010727293965210034,UNKNOWN,other,True,negative,0.992073118686676,0.007926910184323788
116,"""","""",0.022146500647068024,0.0114655012844375,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
117, instead,instead,0.14327368140220642,0.3700731460850114,ADV,other,True,negative,0.992073118686676,0.007926910184323788
118,.,.,0.02286881022155285,0.013603962146054803,PUNCT,other,False,negative,0.992073118686676,0.007926910184323788
