token_index,token,clean_token,raw_gradient_score,normalized_gradient_score,pos,sentiment_category,meaningful_token,prediction,negative_probability,positive_probability
48, nothing,nothing,0.2103944569826126,0.5999726047464919,PRON,other,True,negative,0.9890833497047424,0.010916640982031822
49, more,more,0.02634935826063156,0.034814175975243514,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
50, than,than,0.02416096068918705,0.02809413104281803,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
51, gun,gun,0.03256585821509361,0.053903558801066655,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
52,f,f,0.048006102442741394,0.1013168516740464,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
53,ire,ire,0.11437707394361496,0.3051262126944009,UNKNOWN,negative_sentiment,True,negative,0.9890833497047424,0.010916640982031822
54, and,and,0.07402415573596954,0.18121206334224632,CCONJ,other,True,negative,0.9890833497047424,0.010916640982031822
55, explos,explos,0.08035999536514282,0.20066790973334894,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
56,ions,ions,0.06378918141126633,0.1497829079448443,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
57, to,to,0.05549493059515953,0.12431324973815329,PART,other,True,negative,0.9890833497047424,0.010916640982031822
58, be,be,0.03125894069671631,0.04989032804214549,AUX,other,True,negative,0.9890833497047424,0.010916640982031822
59, entertain,entertain,0.04221470281481743,0.08353285016119878,UNKNOWN,positive_sentiment,True,negative,0.9890833497047424,0.010916640982031822
60,ed,ed,0.02694944478571415,0.0366568980036893,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
61,.,.,0.0330563560128212,0.055409760088709924,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
62, See,See,0.04877207800745964,0.10366897922125846,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
63,ing,ing,0.02857590839266777,0.04165137828565587,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
64, that,that,0.028511859476566315,0.04145469940075342,SCONJ,other,True,negative,0.9890833497047424,0.010916640982031822
65, this,this,0.040265243500471115,0.07754652740280928,DET,other,True,negative,0.9890833497047424,0.010916640982031822
66, is,is,0.07309406250715256,0.17835596974638787,AUX,other,True,negative,0.9890833497047424,0.010916640982031822
67, directed,directed,0.05564573034644127,0.12477631966549878,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
68, by,by,0.06789679825305939,0.16239641570148866,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
69, Peter,Peter,0.0445246659219265,0.09062619374491136,PROPN,other,True,negative,0.9890833497047424,0.010916640982031822
70, H,H,0.07964841276407242,0.19848280995316187,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
71,y,y,0.04265003278851509,0.08486964427112319,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
72,am,am,0.0333065465092659,0.05617803519544222,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
73,s,s,0.02660977654159069,0.035613858159187446,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
74, it,it,0.02852831408381462,0.0415052275595747,PRON,other,True,negative,0.9890833497047424,0.010916640982031822
75, has,has,0.06425770372152328,0.15122162777247247,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
76, made,made,0.019244486466050148,0.012996815948109995,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
77, me,me,0.041024502366781235,0.0798780295775163,PRON,other,True,negative,0.9890833497047424,0.010916640982031822
78, real,real,0.04036452993750572,0.07785141227691036,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
79,ise,ise,0.025691432878375053,0.03279384466586971,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
80, that,that,0.044941265136003494,0.09190547017710125,SCONJ,other,True,negative,0.9890833497047424,0.010916640982031822
81, Peter,Peter,0.05813733860850334,0.13242745202533207,PROPN,other,True,negative,0.9890833497047424,0.010916640982031822
82, has,has,0.033485542982816696,0.05672769050520071,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
83, no,no,0.03989363834261894,0.07640541694350672,DET,other,True,negative,0.9890833497047424,0.010916640982031822
84, talent,talent,0.07468930631875992,0.18325458151239302,NOUN,positive_sentiment,True,negative,0.9890833497047424,0.010916640982031822
85, as,as,0.027752725407481194,0.039123580448441816,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
86, a,a,0.025941643863916397,0.0335621826897117,DET,other,True,negative,0.9890833497047424,0.010916640982031822
87, director,director,0.0268475953489542,0.03634414277113925,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
88,",",",",0.03551500290632248,0.06295967597825781,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
89, but,but,0.028585944324731827,0.04168219622993129,CCONJ,other,True,negative,0.9890833497047424,0.010916640982031822
90, is,is,0.055995188653469086,0.12584942244895972,AUX,other,True,negative,0.9890833497047424,0.010916640982031822
91, very,very,0.03872685506939888,0.07282250489646687,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
92, good,good,0.03295280411839485,0.05509177701631805,ADJ,positive_sentiment,True,negative,0.9890833497047424,0.010916640982031822
93, at,at,0.02420678548514843,0.028234848018516574,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
94, filming,filming,0.03651716560125351,0.06603707764759516,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
95, explos,explos,0.150648295879364,0.4165064501534108,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
96,ions,ions,0.06439212709665298,0.15163440976996098,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
97, and,and,0.11456343531608582,0.3056984838452256,CCONJ,other,True,negative,0.9890833497047424,0.010916640982031822
98, the,the,0.025629371404647827,0.032603268740607545,DET,other,True,negative,0.9890833497047424,0.010916640982031822
99, like,like,0.015012044459581375,0.0,ADJ,positive_sentiment,True,negative,0.9890833497047424,0.010916640982031822
100,.,.,0.023777680471539497,0.026917169270464558,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
101, However,However,0.019562978297472,0.013974828099874803,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
102,",",",",0.06943155825138092,0.16710929615967804,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
103, movies,movies,0.033506445586681366,0.05679187739656276,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
104, need,need,0.06594888120889664,0.1564148288855379,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
105, other,other,0.06410130858421326,0.15074137575444335,ADJ,other,True,negative,0.9890833497047424,0.010916640982031822
106, elements,elements,0.04461793228983879,0.090912592428237,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
107, as,as,0.035627320408821106,0.06330457613412409,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
108, well,well,0.23009762167930603,0.6604763056281197,ADV,positive_sentiment,True,negative,0.9890833497047424,0.010916640982031822
109,;,;,0.05426424741744995,0.12053411638519058,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
110, for,for,0.035471439361572266,0.06282590276357455,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
111, example,example,0.12231100350618362,0.3294894106100188,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
112,",",",",0.024564841762185097,0.029334353109099882,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
113, a,a,0.01797686330974102,0.009104248766106823,DET,other,True,negative,0.9890833497047424,0.010916640982031822
114, story,story,0.027223307639360428,0.03749786525106678,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
115,.,.,0.023053575307130814,0.024693615696780163,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
116, This,This,0.060318008065223694,0.13912376576792854,DET,other,True,negative,0.9890833497047424,0.010916640982031822
117, one,one,0.03251167759299278,0.053737183084087585,PRON,other,True,negative,0.9890833497047424,0.010916640982031822
118, didn't,didn't,0.0395200178027153,0.07525811772850519,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
119, have,have,0.05515431612730026,0.12326730426713103,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
120, one,one,0.03139840438961983,0.05031858764861865,PRON,other,True,negative,0.9890833497047424,0.010916640982031822
121,.,.,0.22125625610351562,0.63332658900049,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
122, This,This,0.10233103483915329,0.26813571101590394,DET,other,True,negative,0.9890833497047424,0.010916640982031822
123, might,might,0.029930097982287407,0.04580977025611485,AUX,other,True,negative,0.9890833497047424,0.010916640982031822
124, explain,explain,0.02333918772637844,0.025570663046698347,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
125, the,the,0.01819470152258873,0.009773177756632799,DET,other,True,negative,0.9890833497047424,0.010916640982031822
126, awful,awful,0.1120712161064148,0.298045475411576,UNKNOWN,negative_sentiment,True,negative,0.9890833497047424,0.010916640982031822
127,ness,ness,0.055802471935749054,0.12525763555465544,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
128, of,of,0.017099859192967415,0.0064111791212019525,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
129, some,some,0.04761611297726631,0.10011928740813687,DET,other,True,negative,0.9890833497047424,0.010916640982031822
130, of,of,0.042007721960544586,0.08289726151907321,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
131, Mr,Mr,0.0458315908908844,0.0946394473827815,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
132,.,.,0.06553097814321518,0.1551315486372766,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
133, H,H,0.04360520839691162,0.08780275984872118,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
134,y,y,0.020304864272475243,0.016252982285298822,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
135,am,am,0.018897801637649536,0.011932229853406681,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
136,s,s,0.037103503942489624,0.06783758229543649,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
137,',',0.03912351280450821,0.07404054582171307,PART,other,False,negative,0.9890833497047424,0.010916640982031822
138, more,more,0.04082247614860535,0.07925765543646211,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
139, recent,recent,0.047739725559949875,0.1004988720506561,ADJ,other,True,negative,0.9890833497047424,0.010916640982031822
140, films,films,0.04030749201774597,0.07767626248299765,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
141,",",",",0.030951455235481262,0.048946113817760685,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
142, hardly,hardly,0.02324635162949562,0.025285585622676278,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
143, any,any,0.04066849872469902,0.07878482763737685,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
144, better,better,0.03245760500431061,0.05357113911186871,ADJ,positive_sentiment,True,negative,0.9890833497047424,0.010916640982031822
145, than,than,0.028044776991009712,0.04002040093001555,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
146, this,this,0.21309202909469604,0.608256202771915,DET,other,True,negative,0.9890833497047424,0.010916640982031822
147, one,one,0.022042198106646538,0.0215879184872924,PRON,other,True,negative,0.9890833497047424,0.010916640982031822
148,",",",",0.02879660204052925,0.042329075633378246,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
149, really,really,0.08458927273750305,0.21365500784787989,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
150,.,.,0.06338111311197281,0.14852982790923597,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
151, One,One,0.097596175968647,0.25359609318152065,PRON,other,True,negative,0.9890833497047424,0.010916640982031822
152, can't,can't,0.04191403090953827,0.08260955873565574,UNKNOWN,other,True,negative,0.9890833497047424,0.010916640982031822
153, help,help,0.0182001031935215,0.00978976499464295,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
154, wondering,wondering,0.025657454505562782,0.032689505219048606,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
155, how,how,0.041524749249219894,0.08141416796989927,SCONJ,other,True,negative,0.9890833497047424,0.010916640982031822
156, some,some,0.043324656784534454,0.08694125302489734,DET,other,True,negative,0.9890833497047424,0.010916640982031822
157, people,people,0.021455826237797737,0.01978731088418066,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
158, ever,ever,0.022768910974264145,0.023819479693119625,ADV,other,True,negative,0.9890833497047424,0.010916640982031822
159, were,were,0.025147952139377594,0.03112494545229583,AUX,other,True,negative,0.9890833497047424,0.010916640982031822
160, put,put,0.2972249984741211,0.866608406185722,VERB,other,True,negative,0.9890833497047424,0.010916640982031822
161, behind,behind,0.04840843006968498,0.10255230347946602,ADP,other,True,negative,0.9890833497047424,0.010916640982031822
162, a,a,0.0245962031185627,0.02943065632509193,DET,other,True,negative,0.9890833497047424,0.010916640982031822
163, camera,camera,0.030798787251114845,0.04847730699395857,NOUN,other,True,negative,0.9890833497047424,0.010916640982031822
164,.,.,0.3116846978664398,0.9110106806598284,PUNCT,other,False,negative,0.9890833497047424,0.010916640982031822
