token_index,token,clean_token,raw_gradient_score,normalized_gradient_score,pos,sentiment_category,meaningful_token,prediction,negative_probability,positive_probability
54, eight,eight,0.07836638391017914,0.18120271296820956,NUM,other,True,positive,0.3012375831604004,0.6987624168395996
55, films,films,0.08544566482305527,0.22223101898665376,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
56, (,(,0.10609856992959976,0.3419259034402414,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
57,n,n,0.05887913331389427,0.06826343414000767,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
58,one,one,0.05505241081118584,0.046085483607881984,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
59, of,of,0.07099214941263199,0.13846498955525158,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
60, which,which,0.104556605219841,0.3329893743265914,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
61, was,was,0.06561107188463211,0.10727870125212838,AUX,other,True,positive,0.3012375831604004,0.6987624168395996
62, ever,ever,0.05389442294836044,0.039374310398858664,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
63, released,released,0.12432713061571121,0.4475703856001836,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
64, in,in,0.08523638546466827,0.2210181306064755,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
65, the,the,0.05807703733444214,0.0636148491062834,DET,other,True,positive,0.3012375831604004,0.6987624168395996
66, U,U,0.107061468064785,0.34750642494251904,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
67,.,.,0.07630673050880432,0.16926589465523154,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
68,S,S,0.07141997665166855,0.14094448247299862,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
69,.,.,0.09166529774665833,0.2582771945873199,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
70,),),0.07556869089603424,0.16498855131215423,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
71,.,.,0.0699615478515625,0.13249208965891643,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
72, ',',0.09926201403141022,0.302304321678604,PART,other,False,positive,0.3012375831604004,0.6987624168395996
73,O,O,0.1315923035144806,0.4896760373797958,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
74,.,.,0.08535538613796234,0.22170780461438633,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
75,S,S,0.06729470938444138,0.1170363016943799,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
76,.,.,0.10406484454870224,0.3301393521913461,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
77,S,S,0.0782986730337143,0.18081029139396126,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
78,.,.,0.08022169023752213,0.19195522818733768,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
79,1,1,0.12313877791166306,0.44068323152343924,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
80,1,1,0.13808010518550873,0.5272763975889477,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
81,7,7,0.07347097247838974,0.15283112540423405,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
82,:,:,0.0823495015501976,0.2042870588860137,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
83,C,C,0.08297988772392273,0.20794049165181178,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
84,air,air,0.10049458593130112,0.3094477501879148,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
85,o,o,0.07204663008451462,0.1445762819631917,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
86,",",",",0.06504924595355988,0.104022612602333,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
87,N,N,0.08626630157232285,0.22698705792525445,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
88,est,est,0.09233666956424713,0.2621681615828649,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
89, Of,Of,0.0808357521891594,0.19551405315503081,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
90, Sp,Sp,0.08467041701078415,0.21773803377057954,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
91,ies,ies,0.09710231423377991,0.28978767976318254,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
92,',',0.08150944113731384,0.19941844918992344,PART,other,False,positive,0.3012375831604004,0.6987624168395996
93, is,is,0.07447357475757599,0.15864175414343618,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
94, a,a,0.062381893396377563,0.0885638452046293,DET,other,True,positive,0.3012375831604004,0.6987624168395996
95, b,b,0.09341339766979218,0.2684083900406185,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
96,ree,ree,0.07319322228431702,0.151221411070343,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
97,zy,zy,0.04769102856516838,0.0034222460241029665,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
98, little,little,0.0556395947933197,0.04948853603716174,ADJ,other,True,positive,0.3012375831604004,0.6987624168395996
99, comedy,comedy,0.07537621259689331,0.16387303426229397,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
100, that,that,0.09178392589092255,0.2589647095856893,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
101, should,should,0.0649929791688919,0.10369651580119711,AUX,other,True,positive,0.3012375831604004,0.6987624168395996
102, not,not,0.10360343009233475,0.32746520297334475,PART,other,True,positive,0.3012375831604004,0.6987624168395996
103,.,.,0.05782219395041466,0.0621378922690942,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
104,.,.,0.07489857077598572,0.16110483858866842,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
105,.,.,0.056513648480176926,0.05455415535390647,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
106,re,re,0.06937015801668167,0.12906466201191405,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
107,pe,pe,0.05936678498983383,0.07108964240001114,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
108,at,at,0.06081228330731392,0.07946709599291067,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
109, NOT,NOT,0.10564883053302765,0.3393194175812681,PART,other,True,positive,0.3012375831604004,0.6987624168395996
110,",",",",0.054608140140771866,0.04351069200897673,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
111, be,be,0.09071456640958786,0.25276718633666495,AUX,other,True,positive,0.3012375831604004,0.6987624168395996
112, taken,taken,0.0618966743350029,0.08575173527693129,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
113, too,too,0.06189316138625145,0.08573137581695571,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
114, seriously,seriously,0.049846094101667404,0.015912029860829166,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
115,.,.,0.06073339655995369,0.07900990413241983,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
116, O,O,0.08252693712711334,0.20531539513059147,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
117,ur,ur,0.11409316211938858,0.38825893908214243,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
118, protagon,protagon,0.05640462413430214,0.05392229962151483,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
119,ist,ist,0.14452362060546875,0.5646200947438157,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
120, finds,finds,0.07128459960222244,0.14015989840564702,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
121, himself,himself,0.06411708146333694,0.09862020938722235,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
122, in,in,0.11779476702213287,0.4097117646696872,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
123, the,the,0.050529707223176956,0.019873941909905178,DET,other,True,positive,0.3012375831604004,0.6987624168395996
124, middle,middle,0.09564347565174103,0.28133291203860483,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
125, of,of,0.05275097116827965,0.0327473817421415,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
126, a,a,0.05842506140470505,0.06563183900006768,DET,other,True,positive,0.3012375831604004,0.6987624168395996
127, sp,sp,0.16050955653190613,0.6572673394644166,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
128,y,y,0.08940555900335312,0.24518077224964585,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
129, chase,chase,0.11620527505874634,0.40049978911874307,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
130, in,in,0.0656510666012764,0.1075104925164951,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
131, E,E,0.09089070558547974,0.25378800922803857,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
132,gy,gy,0.1086537316441536,0.3567344635244514,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
133,pt,pt,0.09570526331663132,0.28169100536114455,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
134, (,(,0.06574136018753052,0.1080337932491442,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
135,with,with,0.05962872505187988,0.07260772836896437,SCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
136, Mor,Mor,0.05632193014025688,0.05344304268351068,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
137,ro,ro,0.09309026598930359,0.26653566516439187,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
138,co,co,0.056512873619794846,0.054549664614060314,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
139, doing,doing,0.0653647780418396,0.10585129368391474,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
140, stand,stand,0.08485717326402664,0.21882038843388363,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
141, in,in,0.060626138001680374,0.07838828210525452,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
142, for,for,0.060711994767189026,0.07888586903426531,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
143, E,E,0.09082949161529541,0.25343324078019264,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
144,gy,gy,0.06358040869235992,0.09550989706166357,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
145,pt,pt,0.12841211259365082,0.4712450910869933,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
146,),),0.0638691633939743,0.09718338853740813,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
147, to,to,0.051268137991428375,0.024153552213000973,PART,other,True,positive,0.3012375831604004,0.6987624168395996
148, find,find,0.11708340793848038,0.40558904958996633,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
149, out,out,0.08400272578001022,0.21386839778930378,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
150, about,about,0.07750237733125687,0.1761953221387969,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
151, a,a,0.07828763127326965,0.1807462983511536,DET,other,True,positive,0.3012375831604004,0.6987624168395996
152, long,long,0.08724852651357651,0.23267958884254095,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
153, lost,lost,0.07892733067274094,0.1844537063554872,VERB,negative_sentiment,True,positive,0.3012375831604004,0.6987624168395996
154, friend,friend,0.09863358736038208,0.2986622453029938,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
155,.,.,0.05097697302699089,0.022466091945523438,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
156, What,What,0.08083909004926682,0.19553339788052193,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
157, follows,follows,0.07320444285869598,0.15128644043773054,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
158, is,is,0.060476887971162796,0.07752329652258048,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
159, the,the,0.04780320078134537,0.004072345387119586,DET,other,True,positive,0.3012375831604004,0.6987624168395996
160, standard,standard,0.1075325757265091,0.35023675158878814,ADJ,other,True,positive,0.3012375831604004,0.6987624168395996
161, James,James,0.0861675962805748,0.22641500675716011,PROPN,other,True,positive,0.3012375831604004,0.6987624168395996
162, Bond,Bond,0.13855545222759247,0.5300312937637981,PROPN,other,True,positive,0.3012375831604004,0.6987624168395996
163,/,/,0.05431407317519188,0.041806413057171546,SYM,other,True,positive,0.3012375831604004,0.6987624168395996
164,In,In,0.07410877197980881,0.1565275224599064,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
165,spect,spect,0.09452927857637405,0.2748755304011753,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
166,or,or,0.07700884342193604,0.17333502311813442,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
167, Cl,Cl,0.06039566174149513,0.07705254608216953,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
168,ous,ous,0.08937807381153107,0.24502148052567996,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
169,s,s,0.09639549255371094,0.28569126141967616,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
170,ou,ou,0.07990533113479614,0.190121754104574,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
171, kind,kind,0.0634625032544136,0.09482657054180453,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
172, of,of,0.07639949023723602,0.16980348803104484,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
173, ant,ant,0.06876221299171448,0.12554128798089104,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
174,ics,ics,0.1110466718673706,0.37060286131375514,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
175,.,.,0.07026012241840363,0.13422249262617278,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
176, Although,Although,0.07850917428731918,0.1820302613254354,SCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
177, our,our,0.08457774668931961,0.2172009585570562,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
178, man,man,0.06807638704776764,0.121566551415139,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
179, is,is,0.06470135599374771,0.10200639995198363,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
180, something,something,0.08458541333675385,0.2172453909734186,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
181, of,of,0.0762333869934082,0.168840828856717,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
182, an,an,0.08906351029872894,0.24319841286890592,DET,other,True,positive,0.3012375831604004,0.6987624168395996
183, over,over,0.08578165620565414,0.22417827287225023,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
184,t,t,0.08666373044252396,0.2292903756644217,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
185, ,,0.07030598074197769,0.13448826670072145,UNKNOWN,other,False,positive,0.3012375831604004,0.6987624168395996
186,x,x,0.07191521674394608,0.1438146697573608,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
187,en,en,0.08579902350902557,0.22427892589707116,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
188,oph,oph,0.06938033550977707,0.12912364615258562,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
189,ob,ob,0.05298757925629616,0.03411865506227825,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
190,e,e,0.06142030656337738,0.0829909234159374,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
191,",",",",0.05904952436685562,0.06925094351415723,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
192,se,se,0.06002532318234444,0.07490623151685426,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
193,x,x,0.061563245952129364,0.0838193353769798,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
194,ist,ist,0.10133013129234314,0.31429019268836306,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
195,",",",",0.08122102171182632,0.19774690082276616,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
196,h,h,0.06551437079906464,0.10671826555536688,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
197,om,om,0.05955587700009346,0.07218553405313992,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
198,oph,oph,0.06109431013464928,0.0811015957563372,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
199,ob,ob,0.07875010371208191,0.1834265791562526,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
200,e,e,0.11391381174325943,0.38721950552852175,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
201,",",",",0.09253284335136414,0.26330509600737606,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
202, it's,it's,0.04710901901125908,4.9182237353520645e-05,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
203, treated,treated,0.05464117228984833,0.04370213138501434,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
204, as,as,0.07164878398180008,0.14227054613333806,SCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
205, pure,pure,0.06470992416143417,0.10205605717143626,ADJ,positive_sentiment,True,positive,0.3012375831604004,0.6987624168395996
206, far,far,0.07357898354530334,0.15345710863067302,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
207,ce,ce,0.07959385216236115,0.1883165630468029,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
208, (,(,0.07889454066753387,0.1842636703356515,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
209,as,as,0.09623123705387115,0.2847393109326738,SCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
210, I,I,0.14775583148002625,0.583352525128982,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
211, said,said,0.06028357520699501,0.07640294329134743,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
212,",",",",0.06233533099293709,0.08829399060204737,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
213, don't,don't,0.08860336244106293,0.24053160428334538,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
214, take,take,0.05203361064195633,0.028589885018708357,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
215, it,it,0.06661505997180939,0.11309736150682458,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
216, too,too,0.08733256161212921,0.2331666182148942,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
217, seriously,seriously,0.20241203904151917,0.9001151507738916,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
218,),),0.0779581144452095,0.178836568051387,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
219,.,.,0.058689042925834656,0.06716175634130789,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
220, Although,Although,0.06423480063676834,0.0993024564023107,SCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
221, there,there,0.09618692845106125,0.2844825183378174,PRON,other,True,positive,0.3012375831604004,0.6987624168395996
222, is,is,0.06154495105147362,0.08371330641840072,VERB,other,True,positive,0.3012375831604004,0.6987624168395996
223, a,a,0.07665260136127472,0.17127040547386643,DET,other,True,positive,0.3012375831604004,0.6987624168395996
224, bit,bit,0.137862890958786,0.5260175223055372,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
225, of,of,0.09890446066856384,0.3002321043207502,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
226, r,r,0.09228350967168808,0.2618600709213044,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
227,ough,ough,0.09906309843063354,0.301151496943868,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
228, language,language,0.06875146180391312,0.12547897896552568,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
229, &,&,0.051699455827474594,0.026653275050151092,CCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
230, cartoon,cartoon,0.07612525671720505,0.1682141547472248,PROPN,other,True,positive,0.3012375831604004,0.6987624168395996
231, violence,violence,0.09188902378082275,0.2595738093575144,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
232,",",",",0.05992593616247177,0.07433022936129913,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
233, it's,it's,0.050752412527799606,0.021164640993956176,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
234, basically,basically,0.05865666642785072,0.06697411682206318,ADV,other,True,positive,0.3012375831604004,0.6987624168395996
235, okay,okay,0.05727387219667435,0.05896006771517526,ADJ,other,True,positive,0.3012375831604004,0.6987624168395996
236, for,for,0.06870375573635101,0.1252024962036516,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
237, older,older,0.07657726854085922,0.17083381056440072,ADJ,other,True,positive,0.3012375831604004,0.6987624168395996
238, kids,kids,0.14980417490005493,0.5952237959122825,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
239, (,(,0.1728515475988388,0.7287959300942937,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
240,ages,ages,0.0770321637392044,0.17347017711542723,NOUN,other,True,positive,0.3012375831604004,0.6987624168395996
241, 12,12,0.07034435123205185,0.1347106446834876,NUM,other,True,positive,0.3012375831604004,0.6987624168395996
242, &,&,0.08271908015012741,0.20642896907186448,CCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
243, up,up,0.04710053279995918,0.0,ADP,other,True,positive,0.3012375831604004,0.6987624168395996
244,),),0.07109203189611435,0.1390438631934968,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
245,.,.,0.06003882735967636,0.07498449561273068,PUNCT,other,False,positive,0.3012375831604004,0.6987624168395996
246, As,As,0.07999566197395325,0.19064527073817725,SCONJ,other,True,positive,0.3012375831604004,0.6987624168395996
247, previous,previous,0.09816502779722214,0.295946686281988,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
248,ly,ly,0.06974614411592484,0.13124370716187725,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
249, st,st,0.04925122112035751,0.012464415474614528,UNKNOWN,other,True,positive,0.3012375831604004,0.6987624168395996
